# frame_index,read_ok,t_before_read_ns,t_after_read_ns
600,1,30098860136867,30098880140898
601,1,30098880148999,30098900057986
602,1,30098900064111,30098920153691
603,1,30098920158751,30098940147180
604,1,30098940152740,30098960172331
605,1,30098960192241,30098980048935
606,1,30098980058170,30099000242195
607,1,30099000259341,30099019938594
608,1,30099019943397,30099040214641
609,1,30099040220049,30099060086390
610,1,30099060091445,30099080133515
611,1,30099080138856,30099100056285
612,1,30099100061906,30099120128322
613,1,30099120133871,30099140196408
614,1,30099140201280,30099160055535
615,1,30099160062402,30099179974327
616,1,30099179979303,30099200215389
617,1,30099200220244,30099220182153
618,1,30099220187711,30099240235261
619,1,30099240241381,30099264165627
620,1,30099264171184,30099284152548
621,1,30099284158147,30099304138209
622,1,30099304144078,30099324218628
623,1,30099324224013,30099344178553
624,1,30099344184123,30099364208114
625,1,30099364213739,30099384163590
626,1,30099384168902,30099404229901
627,1,30099404234984,30099423898258
628,1,30099423902447,30099444295476
629,1,30099444301020,30099464129594
630,1,30099464135219,30099484173661
631,1,30099484179559,30099504068282
632,1,30099504074018,30099524175962
633,1,30099524181841,30099544059417
634,1,30099544065894,30099564132289
635,1,30099564137626,30099584219244
636,1,30099584224258,30099604165777
637,1,30099604170900,30099624093545
638,1,30099624099382,30099644172700
639,1,30099644177658,30099664198739
640,1,30099664203985,30099684136395
641,1,30099684141339,30099704172797
642,1,30099704178414,30099724159285
643,1,30099724164303,30099744105221
644,1,30099744110390,30099764232210
645,1,30099764237821,30099784098425
646,1,30099784103880,30099804193654
647,1,30099804199162,30099824218883
648,1,30099824224250,30099844221982
649,1,30099844227171,30099864084239
650,1,30099864091214,30099884218984
651,1,30099884224684,30099904189182
652,1,30099904194635,30099924659834
653,1,30099924664805,30099944045009
654,1,30099944051728,30099964424407
655,1,30099964429844,30099984199630
656,1,30099984205018,30100004261332
657,1,30100004266833,30100028152372
658,1,30100028157177,30100048255966
659,1,30100048275173,30100068232827
660,1,30100068237656,30100088403743
661,1,30100088409087,30100108243923
662,1,30100108249428,30100128102229
663,1,30100128107153,30100148178519
664,1,30100148184445,30100168160100
665,1,30100168165364,30100188272518
666,1,30100188277626,30100208399083
667,1,30100208403949,30100228159269
668,1,30100228165112,30100248229900
669,1,30100248235936,30100268188618
670,1,30100268193659,30100288268931
671,1,30100288274364,30100308237579
672,1,30100308243338,30100328170721
673,1,30100328177517,30100348119301
674,1,30100348124567,30100368211692
675,1,30100368217542,30100388056877
676,1,30100388061699,30100408081242
677,1,30100408086118,30100427926250
678,1,30100427930452,30100447932378
679,1,30100447937336,30100468245537
680,1,30100468251099,30100488265549
681,1,30100488271109,30100508192253
682,1,30100508197876,30100528201812
683,1,30100528207419,30100548079349
684,1,30100548084758,30100568204216
685,1,30100568209257,30100588173211
686,1,30100588178370,30100608233742
687,1,30100608238667,30100628190282
688,1,30100628195788,30100648259729
689,1,30100648264858,30100668155995
690,1,30100668173835,30100688284723
691,1,30100688289469,30100708229267
692,1,30100708234965,30100728132054
693,1,30100728137448,30100748187093
694,1,30100748192311,30100768135772
695,1,30100768141329,30100792168143
696,1,30100792173638,30100812236070
697,1,30100812241262,30100832100559
698,1,30100832105721,30100852278451
699,1,30100852283568,30100872192549
700,1,30100872197880,30100892141534
701,1,30100892147196,30100912236297
702,1,30100912241312,30100931853741
703,1,30100931858441,30100952302376
704,1,30100952307717,30100972216169
705,1,30100972221666,30100992177363
706,1,30100992182879,30101012256144
707,1,30101012261764,30101032173331
708,1,30101032178553,30101052210357
709,1,30101052228881,30101072145971
710,1,30101072151568,30101092067414
711,1,30101092072690,30101112194318
712,1,30101112199782,30101132261609
713,1,30101132266675,30101152239743
714,1,30101152245285,30101172258772
715,1,30101172263926,30101192178691
716,1,30101192183764,30101212314010
717,1,30101212319187,30101232039427
718,1,30101232047590,30101252236809
719,1,30101252242325,30101272223108
720,1,30101272228672,30101292062431
721,1,30101292067097,30101312119127
722,1,30101312124591,30101332197272
723,1,30101332202047,30101352089409
724,1,30101352095734,30101372245381
725,1,30101372250654,30101392042452
726,1,30101392050574,30101412156748
727,1,30101412162205,30101431742641
728,1,30101431747612,30101452072997
729,1,30101452078995,30101472171686
730,1,30101472176522,30101492039666
731,1,30101492045519,30101512089258
732,1,30101512108482,30101536212627
733,1,30101536217444,30101556170597
734,1,30101556175997,30101576302721
735,1,30101576307983,30101596190596
736,1,30101596195616,30101616223445
737,1,30101616228308,30101636228546
738,1,30101636233396,30101656179594
739,1,30101656184866,30101676113599
740,1,30101676122480,30101696021712
741,1,30101696028683,30101716388626
742,1,30101716394064,30101736367659
743,1,30101736372760,30101756273351
744,1,30101756278667,30101776249588
745,1,30101776255194,30101795989881
746,1,30101795995262,30101816231989
747,1,30101816237204,30101836091552
748,1,30101836096966,30101856243461
749,1,30101856249012,30101876099794
750,1,30101876105405,30101895848339
751,1,30101895853709,30101916288096
752,1,30101916293377,30101935853249
753,1,30101935858881,30101956067567
754,1,30101956073091,30101976143267
755,1,30101976148159,30101996137191
756,1,30101996142670,30102015955556
757,1,30102015961015,30102035921511
758,1,30102035926021,30102055939388
759,1,30102055944474,30102075879420
760,1,30102075899712,30102095896739
761,1,30102095902531,30102115892873
762,1,30102115898089,30102137711229
763,1,30102137717205,30102156188306
764,1,30102156193794,30102176240688
765,1,30102176245925,30102196031302
766,1,30102196036906,30102216388592
767,1,30102216393354,30102236240785
768,1,30102236245708,30102256251318
769,1,30102256256289,30102276221899
770,1,30102276227124,30102300204592
771,1,30102300210163,30102320115042
772,1,30102320120159,30102340134761
773,1,30102340139822,30102360168083
774,1,30102360172967,30102380244889
775,1,30102380264017,30102400248224
776,1,30102400253428,30102420319431
777,1,30102420325106,30102439851364
778,1,30102439856368,30102460390851
779,1,30102460396090,30102480143218
780,1,30102480148405,30102500296277
781,1,30102500301686,30102520189308
782,1,30102520194767,30102540274087
783,1,30102540279079,30102560082945
784,1,30102560087991,30102580188110
785,1,30102580193286,30102600148119
786,1,30102600153597,30102620314204
787,1,30102620319369,30102640232456
788,1,30102640237250,30102659970859
789,1,30102659996391,30102680716402
790,1,30102680722335,30102700265077
791,1,30102700270057,30102720264965
792,1,30102720270180,30102740251128
793,1,30102740256564,30102760186797
794,1,30102760191948,30102780228541
795,1,30102780233322,30102800166471
796,1,30102800171511,30102820384353
797,1,30102820390181,30102840304769
798,1,30102840310080,30102860334054
799,1,30102860339296,30102880251385
800,1,30102880256883,30102900274653
801,1,30102900280021,30102920251851
802,1,30102920256846,30102939949525
803,1,30102939954771,30102960339479
804,1,30102960344916,30102980255183
805,1,30102980260641,30103000257047
806,1,30103000263596,30103020275773
807,1,30103020281507,30103040164092
